Student_ID,GPA,Credit_Hours_Completed,Courses_Passed,Courses_Failed,Interest_Area,Attendance_Rate,Study_Hours_Per_Week,Previous_Semester_GPA,Track
STU1260,3.83,77,CS201|CS301|CS340|CS350|CS360|CS420|CS440|CS450|ENG310|ENG320|MATH202,None,cryptography,78.4,15.7,3.87,Cybersecurity
STU1261,2.16,92,CS210|CS340|CS350|CS360|CS430|CS450|ENG301|ENG310|ENG320|MATH201|MATH202|MATH301,CS330|MATH102,security,100.0,22.6,1.85,Cybersecurity
STU1262,2.55,109,CS202|CS301|CS340|CS350|CS420|ENG101|ENG210|ENG310|ENG320|MATH102|MATH202|MATH301|MATH302|MATH310,CS210|ENG220,telecommunications,100.0,13.5,2.32,Networks
STU1263,3.66,89,CS301|CS330|CS420|CS440|ENG320|MATH201|MATH202|MATH301|MATH320,None,business intelligence,100.0,21.5,3.75,Data_Science
STU1264,2.54,98,CS202|CS220|CS340|CS350|CS360|CS450|ENG201|ENG310|ENG320|MATH202|MATH320,CS440|MATH310,networking,78.8,17.1,2.57,Networks
STU1265,2.36,88,CS210|CS220|CS310|CS330|CS420|CS430|CS440|ENG210|ENG301|MATH102,CS102|CS350,agile,98.9,19.1,2.39,Software_Engineering
STU1266,2.57,77,CS210|CS301|CS330|CS410|CS420|CS440|ENG210|MATH102|MATH201|MATH301|MATH310|MATH320,None,business intelligence,95.8,17.0,2.78,Data_Science
STU1267,3.17,94,CS101|CS202|CS301|CS310|CS340|CS350|CS360|CS401|CS410|CS420|CS430|CS450|ENG310|ENG320|MATH201|MATH202,None,routing,71.6,18.7,3.62,Networks
STU1268,3.09,127,CS210|CS301|CS340|CS350|CS410|CS450|ENG201|ENG210|ENG310|ENG320|MATH101|MATH201|MATH302|MATH310,None,microservices,98.3,12.8,2.8,Cloud_Computing
STU1269,3.52,112,CS202|CS320|CS340|CS350|CS401|CS450|ENG101|ENG310|ENG320|MATH201|MATH202,None,networking,100.0,16.8,3.61,Networks
STU1270,3.6,72,CS210|CS220|CS310|CS320|CS330|CS420|CS430|ENG101|ENG102|ENG201|ENG210,CS302,agile,74.8,21.4,3.39,Software_Engineering
STU1271,3.32,69,CS102|CS210|CS220|CS301|CS340|CS420|CS450|ENG210|ENG301|ENG310|MATH102|MATH302|MATH320,ENG101,virtualization,71.1,20.2,3.4,Cloud_Computing
STU1272,3.9,91,CS101|CS102|CS210|CS220|CS301|CS302|CS410|ENG210|MATH101|MATH201|MATH301|MATH302|MATH310,None,NLP,95.8,24.6,4.0,AI
STU1273,2.66,107,CS102|CS302|CS340|CS350|CS360|CS420|CS430|CS440|CS450|ENG220|ENG310|ENG320|MATH202,MATH101,security,90.9,13.4,2.75,Cybersecurity
STU1274,2.8,84,CS210|CS220|CS310|CS350|CS401|CS420|CS430|ENG101|ENG210,CS302,mobile apps,79.1,10.8,2.88,Software_Engineering
STU1275,2.99,117,CS210|CS340|CS350|CS360|ENG102|ENG301|ENG310|ENG320|MATH202,CS102,forensics,100.0,12.0,2.78,Cybersecurity
STU1276,2.4,131,CS201|CS210|CS310|CS320|CS340|CS350|CS401|CS420|CS450|ENG210|ENG310|ENG320,None,cloud,89.4,15.4,2.69,Cloud_Computing
STU1277,3.51,99,CS210|CS220|CS320|CS401|CS420|CS430|CS450|ENG101|ENG201|ENG210|ENG220|MATH202|MATH301|MATH302,None,software design,75.2,9.4,3.63,Software_Engineering
STU1278,3.34,132,CS102|CS210|CS220|CS301|CS302|CS340|CS350|CS420|CS430|CS450|ENG102|ENG210|ENG310|ENG320|MATH102,None,AWS,87.5,14.5,3.29,Cloud_Computing
STU1279,2.15,67,CS102|CS210|CS310|CS340|CS350|CS401|CS420|CS450|ENG102|ENG210|ENG220|ENG310|MATH310|MATH320,None,AWS,59.1,13.6,2.45,Cloud_Computing
STU1280,2.85,129,CS210|CS220|CS330|CS340|CS350|CS420|CS450|ENG210|ENG301|ENG310|MATH301,CS301|CS401,virtualization,82.1,16.8,2.86,Cloud_Computing
STU1281,3.39,138,CS101|CS201|CS301|CS302|CS340|CS350|CS450|ENG201|ENG301|ENG310|ENG320|MATH101|MATH202,None,ethical hacking,66.6,15.2,3.45,Cybersecurity
STU1282,3.97,127,CS102|CS201|CS202|CS210|CS301|CS340|CS350|CS401|CS430|CS450|ENG102|ENG220|ENG310|ENG320|MATH202|MATH302,None,telecommunications,93.0,25.7,3.7,Networks
STU1283,3.81,131,CS102|CS202|CS301|CS302|CS330|CS401|CS410|MATH102|MATH201|MATH301|MATH302,None,deep learning,97.4,31.2,3.75,AI
STU1284,2.86,126,CS210|CS220|CS302|CS310|CS410|CS420|CS430|ENG210|ENG320|MATH101,None,testing,84.9,11.2,3.02,Software_Engineering
STU1285,3.1,86,CS102|CS220|CS310|CS320|CS401|CS420|CS430|ENG210|MATH310,None,web development,63.4,8.1,2.81,Software_Engineering
STU1286,3.08,92,CS102|CS201|CS202|CS210|CS310|CS340|CS350|CS401|CS430|CS450|ENG201|ENG220|ENG310|ENG320|MATH202,None,telecommunications,77.0,25.4,3.18,Networks
STU1287,3.09,136,CS201|CS202|CS302|CS310|CS340|CS350|ENG201|ENG220|ENG310|ENG320|MATH202|MATH302,CS440,telecommunications,88.3,16.0,3.08,Networks
STU1288,3.39,96,CS102|CS201|CS301|CS302|CS330|CS340|CS401|CS410|CS430|ENG102|ENG210|MATH201|MATH302|MATH320,None,neural networks,88.3,23.2,3.46,AI
STU1289,2.23,75,CS101|CS201|CS202|CS301|CS310|CS330|CS340|CS350|CS410|CS450|ENG220|ENG310|ENG320|MATH101|MATH202|MATH320,CS210|CS360|CS420,IoT,95.6,15.2,2.11,Networks
STU1290,3.58,110,CS301|CS302|CS320|CS401|CS410|CS420|ENG201|ENG310|MATH101|MATH201|MATH302,None,robotics,85.1,11.7,3.55,AI
STU1291,3.29,75,CS101|CS210|CS301|CS302|CS401|CS410|CS420|ENG301|ENG320|MATH201|MATH301|MATH302|MATH310|MATH320,None,deep learning,74.8,23.1,2.94,AI
STU1292,3.33,83,CS201|CS202|CS320|CS330|CS340|CS350|CS401|CS450|ENG201|ENG310|ENG320|MATH202|MATH301|MATH302|MATH320,None,telecommunications,100.0,16.8,3.16,Networks
STU1293,2.97,68,CS210|CS220|CS310|CS320|CS401|CS420|ENG210|ENG220|MATH201|MATH301,CS450|MATH202,DevOps,82.3,15.0,3.3,Software_Engineering
STU1294,2.84,118,CS201|CS301|CS302|CS310|CS330|CS360|CS401|CS440|ENG210|ENG220|MATH201|MATH202|MATH301,None,ML,73.4,5.4,2.99,Data_Science
STU1295,3.35,112,CS102|CS220|CS301|CS330|CS401|CS430|CS440|ENG101|MATH101|MATH301|MATH320,None,big data,65.1,23.9,3.54,Data_Science
STU1296,3.31,110,CS102|CS201|CS301|CS302|CS410|CS430|ENG101|MATH201|MATH301|MATH302,CS450,NLP,76.8,16.1,3.2,AI
STU1297,3.68,88,CS102|CS320|CS340|CS350|CS360|CS450|ENG220|ENG310|ENG320|MATH202,None,cryptography,82.0,16.8,3.38,Cybersecurity
STU1298,3.01,61,CS102|CS201|CS301|CS302|CS340|CS350|CS410|CS430|CS450|ENG201|ENG210|ENG310|ENG320|MATH201|MATH202,None,wireless,92.9,22.3,2.68,Networks
STU1299,3.56,91,CS320|CS340|CS350|CS360|CS410|CS420|CS450|ENG101|ENG310|ENG320|MATH101|MATH202|MATH301,None,cryptography,97.3,12.8,3.65,Cybersecurity
STU1300,2.91,133,CS102|CS301|CS302|CS330|CS340|CS350|CS401|CS410|CS420|CS430|ENG301|MATH101|MATH201|MATH301|MATH302|MATH320,CS202,computer vision,100.0,8.8,3.13,AI
STU1301,2.81,97,CS101|CS330|CS401|CS440|ENG101|ENG210|ENG310|MATH201|MATH301|MATH320,CS210,data analysis,84.5,14.4,2.79,Data_Science
STU1302,2.45,108,CS210|CS220|CS302|CS310|CS320|CS401|CS410|CS420|CS430|CS440|CS450|ENG210|MATH101|MATH201|MATH301|MATH302,ENG220|MATH102,DevOps,98.2,22.0,2.7,Software_Engineering
STU1303,3.78,86,CS101|CS202|CS210|CS220|CS310|CS320|CS401|CS410|CS420|CS430|CS450|ENG101|ENG210|ENG301|ENG310|MATH302,None,agile,85.4,17.5,3.8,Software_Engineering
STU1304,2.94,78,CS202|CS301|CS340|CS350|CS401|CS450|ENG102|ENG220|ENG310|ENG320|MATH202|MATH302|MATH320,CS220,ethical hacking,76.3,10.1,2.8,Cybersecurity
STU1305,3.97,117,CS301|CS302|CS401|CS410|CS430|ENG220|MATH201|MATH202|MATH301|MATH302,None,neural networks,86.8,14.6,3.65,AI
STU1306,3.85,110,CS102|CS202|CS301|CS302|CS320|CS330|CS360|CS401|CS410|CS420|ENG101|ENG102|MATH101|MATH201|MATH301|MATH302,None,computer vision,67.8,9.5,3.98,AI
STU1307,2.36,77,CS202|CS320|CS340|CS350|CS360|CS420|CS450|ENG201|ENG301|ENG310|ENG320|MATH201|MATH202,ENG102|MATH310,firewalls,84.0,19.8,2.11,Cybersecurity
STU1308,4.0,139,CS101|CS102|CS202|CS330|CS340|CS350|ENG101|ENG301|ENG310|ENG320|MATH102|MATH201|MATH202|MATH301|MATH302,None,IoT,100.0,23.0,3.93,Networks
STU1309,3.93,73,CS202|CS301|CS310|CS330|CS401|CS410|CS440|CS450|MATH101|MATH201|MATH320,None,ML,100.0,22.6,3.57,Data_Science
STU1310,3.83,115,CS201|CS210|CS301|CS340|CS360|CS420|CS440|CS450|ENG210|ENG310|ENG320|MATH202|MATH302,None,cloud,75.5,11.6,3.39,Cloud_Computing
STU1311,3.1,97,CS340|CS350|CS420|CS450|ENG201|ENG210|ENG310|MATH102|MATH201|MATH202,None,Azure,79.3,20.3,3.03,Cloud_Computing
STU1312,2.35,127,CS301|CS401|CS410|CS430|CS440|CS450|ENG101|ENG102|ENG210|MATH101|MATH102|MATH201|MATH301|MATH302|MATH310,CS340|CS420,machine learning,80.9,13.8,2.21,AI
STU1313,2.94,92,CS202|CS301|CS340|CS350|ENG102|ENG310|ENG320|MATH102|MATH202|MATH301|MATH320,MATH201,networking,90.0,22.7,3.17,Networks
STU1314,4.0,61,CS101|CS202|CS220|CS310|CS330|CS340|CS350|CS450|ENG320|MATH202|MATH310|MATH320,None,protocols,94.3,15.4,3.87,Networks
STU1315,3.05,106,CS201|CS220|CS320|CS340|CS350|CS450|ENG101|ENG310|ENG320|MATH202,None,forensics,82.8,24.2,2.42,Cybersecurity
STU1316,3.51,88,CS301|CS310|CS330|CS401|ENG201|ENG320|MATH201|MATH301|MATH320,None,business intelligence,79.7,26.9,3.42,Data_Science
STU1317,3.81,133,CS210|CS220|CS310|CS340|CS350|CS420|CS450|ENG101|ENG210|ENG220|ENG310|MATH310,None,Azure,91.5,18.9,3.42,Cloud_Computing
STU1318,3.25,63,CS301|CS401|CS410|CS440|CS450|MATH201|MATH301|MATH310|MATH320,MATH202,statistics,76.1,13.1,3.38,Data_Science
STU1319,2.25,135,CS102|CS201|CS202|CS210|CS320|CS340|CS350|CS360|CS450|ENG102|ENG310|ENG320|MATH101|MATH301|MATH302,CS420|ENG101,routing,79.5,20.4,2.5,Networks
STU1320,3.94,93,CS101|CS102|CS210|CS220|CS310|CS320|CS330|CS401|CS420|CS430|CS440|CS450|ENG201|ENG210|ENG220,None,agile,97.4,12.7,3.79,Software_Engineering
STU1321,3.7,88,CS202|CS301|CS302|CS340|CS350|CS401|CS410|CS420|CS440|ENG201|MATH201|MATH301|MATH320,None,ML,100.0,29.3,3.85,Data_Science
STU1322,3.02,116,CS101|CS202|CS301|CS350|CS401|CS420|CS440|ENG220|ENG301|ENG320|MATH201|MATH301|MATH302|MATH310|MATH320,None,visualization,80.8,21.1,2.86,Data_Science
STU1323,2.8,129,CS210|CS220|CS310|CS320|CS420|CS430|ENG101|ENG201|ENG301|MATH201,CS330|MATH202,agile,100.0,20.6,2.92,Software_Engineering
STU1324,3.79,97,CS210|CS220|CS301|CS310|CS320|CS330|CS420|CS430|CS450|ENG101|ENG210|ENG301|MATH101|MATH202|MATH301,None,software design,87.4,23.5,4.0,Software_Engineering
STU1325,2.15,107,CS101|CS202|CS350|CS420|CS430|CS440|CS450|ENG220|ENG310|ENG320|MATH202|MATH320,CS102|CS401,networking,85.3,12.3,2.27,Networks
STU1326,3.51,95,CS201|CS202|CS210|CS220|CS301|CS330|CS401|CS410|CS440|ENG310|MATH201|MATH202|MATH301|MATH320,None,visualization,93.0,24.2,3.59,Data_Science
STU1327,3.03,109,CS102|CS301|CS302|CS360|CS401|CS410|CS420|CS430|CS440|ENG102|ENG310|MATH201|MATH301|MATH302|MATH310|MATH320,None,computer vision,81.8,18.7,3.52,AI
STU1328,2.51,122,CS220|CS301|CS302|CS310|CS401|CS410|ENG310|MATH201|MATH202|MATH301,CS320,neural networks,81.9,17.0,2.79,AI
STU1329,3.48,114,CS210|CS220|CS310|CS320|CS420|CS430|ENG201|ENG210|ENG301|MATH102|MATH302|MATH320,None,mobile apps,81.5,16.0,3.75,Software_Engineering
STU1330,4.0,81,CS101|CS210|CS301|CS310|CS320|CS360|CS420|CS430|ENG102|ENG210|ENG320,None,software design,100.0,11.0,3.79,Software_Engineering
STU1331,2.68,96,CS201|CS220|CS302|CS310|CS320|CS330|CS420|CS430|CS440|ENG101|ENG102|ENG210|MATH101|MATH310,CS450,DevOps,82.3,14.4,2.55,Software_Engineering
STU1332,3.58,101,CS201|CS210|CS340|CS350|CS360|CS420|CS450|ENG210|ENG310|MATH101,None,Azure,98.5,16.0,3.73,Cloud_Computing
STU1333,3.11,139,CS210|CS340|CS350|CS420|CS450|ENG210|ENG310|MATH102|MATH202|MATH302,None,microservices,84.1,7.0,3.15,Cloud_Computing
STU1334,2.48,90,CS102|CS202|CS302|CS310|CS340|CS350|CS440|CS450|ENG210|ENG301|ENG310|ENG320|MATH201|MATH202,CS201,wireless,84.8,20.3,2.43,Networks
STU1335,3.6,78,CS301|CS302|CS320|CS330|CS350|CS401|CS410|CS420|MATH201|MATH202|MATH302,None,machine learning,76.9,16.8,3.46,AI
STU1336,2.88,71,CS301|CS310|CS320|CS330|CS340|CS401|CS440|ENG210|ENG220|ENG310|ENG320|MATH101|MATH301|MATH320,None,ML,79.1,12.0,2.99,Data_Science
STU1337,3.21,134,CS220|CS310|CS320|CS360|CS410|CS420|CS430|ENG210|ENG301|ENG310|ENG320|MATH102|MATH302,None,agile,100.0,14.5,2.95,Software_Engineering
STU1338,3.37,102,CS102|CS201|CS301|CS302|CS310|CS401|CS410|CS450|ENG102|MATH102|MATH201|MATH301|MATH302,None,NLP,76.9,16.6,3.28,AI
STU1339,3.03,60,CS210|CS220|CS310|CS320|CS340|CS410|CS420|ENG201|ENG210|ENG301|MATH102|MATH320,None,software design,87.9,21.1,3.03,Software_Engineering
STU1340,2.14,131,CS340|CS350|CS360|CS450|ENG102|ENG310|ENG320|MATH101|MATH202|MATH301,CS102|ENG101|ENG201|ENG210,cryptography,100.0,11.9,2.09,Cybersecurity
STU1341,3.4,72,CS210|CS220|CS350|CS420|CS440|CS450|ENG210|ENG310|MATH101|MATH302,None,cloud,80.2,14.2,3.51,Cloud_Computing
STU1342,3.29,127,CS102|CS202|CS320|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH202,None,IoT,86.9,9.9,3.39,Networks
STU1343,2.79,134,CS102|CS210|CS220|CS310|CS320|CS340|CS410|CS420|CS430|ENG210|ENG220|MATH201|MATH202|MATH301|MATH302|MATH310,None,software design,90.8,9.1,2.5,Software_Engineering
STU1344,3.49,76,CS201|CS202|CS210|CS301|CS320|CS330|CS401|CS410|CS440|ENG201|ENG210|MATH101|MATH301|MATH320,None,data analysis,80.5,17.6,3.68,Data_Science
STU1345,3.66,134,CS210|CS301|CS302|CS340|CS350|CS410|CS420|CS450|ENG101|ENG201|ENG310|MATH301|MATH310,CS440,virtualization,75.9,22.0,3.74,Cloud_Computing
STU1346,3.61,74,CS201|CS202|CS310|CS330|CS340|CS350|CS360|CS440|CS450|ENG310|ENG320|MATH102|MATH202|MATH302|MATH310|MATH320,None,networking,96.5,18.8,3.55,Networks
STU1347,3.53,93,CS101|CS201|CS210|CS340|CS420|CS430|CS450|ENG210|ENG310|MATH301,None,cloud,100.0,23.4,3.37,Cloud_Computing
STU1348,2.75,97,CS202|CS220|CS301|CS302|CS410|ENG310|MATH101|MATH201|MATH202|MATH301|MATH302,ENG320,robotics,94.1,21.9,2.68,AI
STU1349,3.02,126,CS201|CS210|CS220|CS301|CS310|CS320|CS330|CS350|CS401|CS420|CS430|ENG102|ENG210|MATH102,None,web development,84.5,22.8,2.74,Software_Engineering
STU1350,3.94,99,CS202|CS301|CS302|CS320|CS410|CS430|CS450|ENG220|ENG310|ENG320|MATH201|MATH301|MATH302,None,robotics,100.0,21.9,3.92,AI
STU1351,4.0,112,CS220|CS301|CS302|CS401|CS410|CS420|ENG210|MATH201|MATH301|MATH302|MATH320,ENG301,neural networks,75.8,19.4,3.86,AI
STU1352,3.71,117,CS202|CS210|CS220|CS301|CS340|CS360|CS450|ENG201|ENG210|ENG220|ENG310|ENG320|MATH202|MATH302|MATH320,ENG301,wireless,82.9,23.4,4.0,Networks
STU1353,2.96,88,CS210|CS301|CS302|CS310|CS360|CS401|CS410|CS430|ENG201|ENG310|MATH201|MATH302|MATH320,None,robotics,89.7,16.6,2.57,AI
STU1354,3.41,102,CS201|CS202|CS301|CS302|CS310|CS320|CS360|CS401|CS410|CS420|ENG201|MATH102|MATH201|MATH301|MATH302,None,deep learning,86.9,24.1,3.48,AI
STU1355,3.92,94,CS302|CS310|CS401|CS410|CS440|CS450|MATH201|MATH301|MATH302|MATH320,None,NLP,81.6,19.5,4.0,AI
STU1356,4.0,99,CS320|CS340|CS350|CS450|ENG301|ENG310|ENG320|MATH202|MATH320,CS430,forensics,78.9,15.0,4.0,Cybersecurity
STU1357,3.58,78,CS101|CS210|CS310|CS340|CS350|CS401|CS410|CS450|ENG102|ENG210|ENG301|ENG310|ENG320|MATH101|MATH320,None,containers,83.3,18.2,3.34,Cloud_Computing
STU1358,1.79,74,CS101|CS210|CS220|CS350|CS401|CS410|CS420|CS450|ENG210|ENG301|ENG310|MATH310,CS301|ENG101|MATH202|MATH320,microservices,93.9,11.4,1.79,Cloud_Computing
STU1359,3.83,65,CS201|CS220|CS301|CS330|CS340|CS350|CS360|CS401|CS440|ENG101|ENG201|ENG310|MATH201|MATH301|MATH302|MATH320,None,visualization,91.6,9.5,4.0,Data_Science
STU1360,2.54,104,CS201|CS202|CS320|CS340|CS350|CS360|CS401|CS420|CS450|ENG301|ENG310|ENG320|MATH202,None,IoT,57.9,9.2,2.34,Networks
STU1361,2.47,125,CS101|CS202|CS210|CS340|CS350|CS420|CS430|ENG201|ENG210|ENG310|MATH101,CS102|CS320|MATH310,Azure,86.5,18.4,2.36,Cloud_Computing
STU1362,3.04,105,CS101|CS202|CS210|CS350|CS420|CS450|ENG102|ENG210|ENG310|MATH102|MATH320,None,AWS,100.0,16.4,3.06,Cloud_Computing
STU1363,3.8,71,CS101|CS340|CS350|CS360|CS430|CS450|ENG101|ENG201|ENG210|ENG220|ENG310|ENG320|MATH202,None,networking,83.5,20.3,3.65,Networks
STU1364,3.37,118,CS201|CS210|CS220|CS310|CS320|CS401|CS420|CS430|ENG210|MATH101|MATH301,None,testing,75.3,19.2,3.36,Software_Engineering
STU1365,3.63,79,CS201|CS210|CS330|CS340|CS350|CS420|ENG102|ENG210|ENG301|ENG310|MATH201|MATH202|MATH310|MATH320,None,containers,77.7,16.4,3.7,Cloud_Computing
STU1366,2.84,70,CS201|CS202|CS210|CS220|CS301|CS302|CS310|CS320|CS350|CS401|CS430|ENG210|MATH301|MATH302,None,web development,87.6,21.7,3.03,Software_Engineering
STU1367,3.23,122,CS101|CS102|CS210|CS220|CS350|CS360|CS430|CS450|ENG101|ENG310|ENG320|MATH202|MATH302|MATH320,None,cryptography,74.3,19.0,3.57,Cybersecurity
STU1368,3.52,65,CS101|CS210|CS220|CS340|CS350|CS360|CS420|CS450|ENG310|ENG320|MATH320,None,cryptography,92.6,24.3,3.72,Cybersecurity
STU1369,4.0,71,CS201|CS220|CS301|CS302|CS401|CS410|CS420|CS450|MATH201|MATH202|MATH302|MATH320,ENG102,NLP,76.0,10.3,3.85,AI
STU1370,2.97,81,CS202|CS210|CS220|CS310|CS320|CS360|CS420|CS430|CS440|ENG210|ENG220|MATH101|MATH302,CS340|MATH301,software design,88.9,14.8,3.22,Software_Engineering
STU1371,3.22,69,CS210|CS220|CS301|CS302|CS320|CS360|CS401|CS410|CS450|ENG101|ENG301|MATH101|MATH301|MATH302,None,NLP,78.3,18.6,3.48,AI
STU1372,3.4,66,CS220|CS330|CS340|CS401|CS410|CS440|ENG210|ENG310|MATH201|MATH301|MATH320,CS201,business intelligence,87.2,21.9,3.37,Data_Science
STU1373,3.18,114,CS101|CS210|CS330|CS401|CS410|CS440|ENG220|MATH201|MATH202|MATH301|MATH310|MATH320,None,statistics,100.0,15.0,3.33,Data_Science
STU1374,3.06,65,CS202|CS320|CS340|CS350|CS420|CS440|CS450|ENG210|ENG310|MATH102|MATH301|MATH320,None,Azure,83.7,11.7,3.26,Cloud_Computing
STU1375,3.39,71,CS101|CS202|CS340|CS350|CS360|CS410|CS440|ENG210|ENG310|ENG320|MATH201|MATH202,None,protocols,88.2,17.3,3.42,Networks
STU1376,3.13,130,CS330|CS340|CS350|CS360|CS430|CS450|ENG101|ENG102|ENG220|ENG310|ENG320|MATH201|MATH320,None,ethical hacking,72.0,22.0,2.9,Cybersecurity
STU1377,2.68,63,CS101|CS350|CS360|CS450|ENG210|ENG220|ENG310|ENG320|MATH101|MATH201|MATH202|MATH310|MATH320,CS201|MATH102,ethical hacking,66.4,15.0,2.6,Cybersecurity
STU1378,3.29,97,CS102|CS220|CS301|CS302|CS320|CS330|CS360|CS401|CS420|ENG301|MATH201|MATH301|MATH302|MATH310,None,deep learning,71.6,19.8,3.33,AI
STU1379,2.79,73,CS210|CS220|CS310|CS320|CS340|CS420|CS450|ENG210|MATH201|MATH202,CS202,software design,83.7,12.1,2.86,Software_Engineering
STU1380,2.38,81,CS210|CS301|CS330|CS360|CS401|CS440|ENG102|MATH102|MATH201|MATH301|MATH310|MATH320,CS340|ENG320,ML,70.3,13.3,2.37,Data_Science
STU1381,3.36,103,CS201|CS220|CS301|CS330|CS401|CS440|MATH201|MATH202|MATH301|MATH320,None,visualization,92.1,15.0,3.68,Data_Science
STU1382,3.17,122,CS202|CS301|CS320|CS330|CS340|CS350|CS430|CS450|ENG201|ENG310|ENG320|MATH101|MATH202,None,networking,83.3,18.3,3.42,Networks
STU1383,3.16,120,CS210|CS301|CS340|CS350|CS360|CS401|CS410|CS430|CS450|ENG201|ENG210|ENG220|ENG310|ENG320|MATH202,None,ethical hacking,70.1,16.4,3.07,Cybersecurity
STU1384,3.53,68,CS101|CS210|CS310|CS320|CS360|CS401|CS420|CS430|ENG102|ENG210|MATH101|MATH201|MATH202|MATH301,None,testing,99.8,14.3,3.48,Software_Engineering
STU1385,3.06,117,CS101|CS210|CS220|CS310|CS340|CS350|CS420|CS440|CS450|ENG101|ENG201|ENG210|ENG310,None,Azure,70.2,19.3,3.17,Cloud_Computing
STU1386,3.36,121,CS201|CS301|CS330|CS440|ENG310|ENG320|MATH201|MATH301|MATH320,CS430,data analysis,87.5,24.5,3.25,Data_Science
STU1387,3.0,108,CS201|CS210|CS340|CS360|CS450|ENG210|ENG310|ENG320|MATH101|MATH202|MATH302,None,forensics,80.6,20.0,2.97,Cybersecurity
STU1388,2.82,130,CS202|CS210|CS302|CS340|CS350|CS360|CS410|CS420|CS440|CS450|ENG210|ENG310|MATH301,CS101,containers,100.0,22.6,3.1,Cloud_Computing
STU1389,3.35,101,CS101|CS202|CS210|CS340|CS350|CS401|CS450|ENG210|ENG310|MATH102|MATH301|MATH302,None,cloud,81.0,21.1,3.35,Cloud_Computing
STU1390,3.62,120,CS101|CS202|CS301|CS350|CS360|CS401|CS410|CS420|CS430|ENG310|MATH201|MATH301|MATH302|MATH310,None,neural networks,86.2,26.2,3.53,AI
STU1391,3.82,104,CS101|CS202|CS301|CS302|CS340|CS401|ENG301|MATH201|MATH301|MATH302,None,robotics,93.3,12.4,3.95,AI
STU1392,3.07,134,CS102|CS210|CS301|CS302|CS320|CS330|CS340|CS401|MATH201|MATH202|MATH301|MATH302|MATH320,None,visualization,66.1,23.5,3.43,Data_Science
STU1393,3.29,135,CS201|CS301|CS340|CS350|CS360|CS450|ENG101|ENG310|ENG320|MATH101|MATH102|MATH202|MATH301|MATH310,None,penetration testing,85.9,18.3,3.22,Cybersecurity
STU1394,3.33,121,CS102|CS220|CS302|CS330|CS340|CS350|CS450|ENG310|ENG320|MATH202|MATH310,None,networking,81.9,10.6,2.99,Networks
STU1395,2.87,74,CS101|CS301|CS310|CS340|CS360|CS430|CS440|CS450|ENG101|ENG310|ENG320|MATH201|MATH202,None,firewalls,97.3,18.1,2.61,Cybersecurity
STU1396,2.26,87,CS202|CS210|CS301|CS330|CS340|CS350|CS440|CS450|ENG310|ENG320|MATH101|MATH202|MATH310,CS220|CS410|ENG210|ENG301,routing,88.4,12.4,2.14,Networks
STU1397,2.87,119,CS210|CS220|CS302|CS320|CS350|CS410|CS420|CS430|CS440|ENG101|ENG102|ENG210|ENG220,None,agile,94.0,13.7,3.06,Software_Engineering
STU1398,3.78,121,CS101|CS102|CS220|CS301|CS320|CS350|CS360|CS401|CS410|ENG101|ENG210|MATH201|MATH301|MATH302|MATH310,None,machine learning,92.9,22.8,3.89,AI
STU1399,3.74,114,CS102|CS210|CS301|CS302|CS401|CS410|ENG101|ENG102|MATH101|MATH201|MATH202|MATH301|MATH302|MATH310|MATH320,None,NLP,100.0,18.0,3.79,AI
STU1400,2.89,76,CS220|CS301|CS302|CS310|CS320|CS401|CS410|CS450|ENG310|ENG320|MATH201|MATH301|MATH302,None,deep learning,74.2,18.9,3.05,AI
STU1401,3.04,133,CS102|CS202|CS210|CS220|CS302|CS310|CS320|CS330|CS420|CS430|CS450|ENG210|MATH102|MATH301|MATH302|MATH310,None,testing,100.0,29.1,2.86,Software_Engineering
STU1402,3.82,77,CS101|CS102|CS201|CS202|CS330|CS340|CS350|CS360|CS420|CS450|ENG201|ENG310|ENG320|MATH202|MATH301|MATH310,None,telecommunications,90.8,22.8,3.86,Networks
STU1403,2.7,90,CS102|CS220|CS301|CS302|CS340|CS350|CS360|CS401|CS430|CS450|ENG101|ENG310|ENG320|MATH102|MATH202,CS330,ethical hacking,86.4,13.0,2.64,Cybersecurity
STU1404,3.59,112,CS102|CS210|CS302|CS330|CS401|CS410|ENG201|ENG310|MATH201|MATH202|MATH301|MATH302|MATH320,None,neural networks,100.0,19.4,3.61,AI
STU1405,3.73,130,CS101|CS102|CS210|CS220|CS301|CS310|CS320|CS360|CS420|CS430|ENG210|MATH301,None,agile,84.3,23.2,3.73,Software_Engineering
STU1406,3.28,61,CS220|CS301|CS310|CS401|CS440|CS450|ENG301|MATH101|MATH201|MATH202|MATH301|MATH320,None,ML,81.9,12.8,3.15,Data_Science
STU1407,4.0,127,CS301|CS302|CS401|CS410|ENG101|MATH101|MATH201|MATH301|MATH302|MATH320,None,robotics,97.8,5.0,4.0,AI
STU1408,3.26,132,CS201|CS210|CS220|CS310|CS320|CS401|CS420|CS430|ENG210|MATH201|MATH302|MATH310,None,software design,77.9,12.7,3.03,Software_Engineering
STU1409,3.87,118,CS101|CS102|CS202|CS350|CS450|ENG301|ENG310|ENG320|MATH101|MATH202|MATH301|MATH310|MATH320,None,routing,96.6,22.8,4.0,Networks
